1071	3
1.39667	1.90708	0
1.40405	1.91372	0
1.41143	1.92035	0
1.41881	1.92699	0
1.42619	1.93363	0
1.43358	1.94027	0
1.44096	1.9469	0
1.44834	1.95354	0
1.45572	1.96018	0
1.4631	1.96681	0
1.47048	1.97345	0
1.47786	1.98009	0
1.48524	1.98673	0
1.49262	1.99336	0
1.5	2.01	0
1.5	2.02	0
1.5	2.03	0
1.5	2.04	0
1.5	2.05	0
1.5	2.06	0
1.5	2.07	0
1.5	2.08	0
1.5	2.09	0
1.5	2.1	0
1.5	2.11	0
1.5	2.12	0
1.5	2.13	0
1.5	2.14	0
1.5	2.15	0
1.5	2.16	0
1.5	2.17	0
1.5	2.18	0
1.5	2.19	0
1.5	2.2	0
1.5	2.21	0
1.5	2.22	0
1.5	2.23	0
1.5	2.24	0
0	0.01	0
0	0.02	0
0	0.03	0
0	0.04	0
0	0.05	0
0	0.06	0
0	0.07	0
0	0.08	0
0	0.09	0
0	0.1	0
0	0.11	0
0	0.12	0
0	0.13	0
0	0.14	0
0	0.15	0
0	0.16	0
0	0.17	0
0	0.18	0
0	0.19	0
0	0.2	0
0	0.21	0
0	0.22	0
0	0.23	0
0	0.24	0
0	0.25	0
0	0.26	0
0	0.27	0
0	0.28	0
0	0.29	0
0	0.3	0
0	0.31	0
0	0.32	0
0	0.33	0
0	0.34	0
0	0.35	0
0	0.36	0
0	0.37	0
0	0.38	0
0	0.39	0
0	0.4	0
0	0.41	0
0	0.42	0
0	0.43	0
0	0.44	0
0	0.45	0
0	0.46	0
0	0.47	0
0	0.48	0
0	0.49	0
0	0.5	0
0	0.51	0
0	0.52	0
0	0.53	0
0	0.54	0
0	0.55	0
0	0.56	0
0	0.57	0
0	0.58	0
0	0.59	0
0	0.6	0
0	0.61	0
0	0.62	0
0	0.63	0
0	0.64	0
0	0.65	0
0	0.66	0
0	0.67	0
0	0.68	0
0	0.69	0
0	0.7	0
0	0.71	0
0	0.72	0
0	0.73	0
0	0.74	0
0	0.75	0
0	0.76	0
0	0.77	0
0	0.78	0
0	0.79	0
0	0.8	0
0	0.81	0
0	0.82	0
0	0.83	0
0	0.84	0
0	0.85	0
0	0.86	0
0	0.87	0
0	0.88	0
0	0.89	0
0	0.9	0
0	0.91	0
0	0.92	0
0	0.93	0
0	0.94	0
0	0.95	0
0	0.96	0
0	0.97	0
0	0.98	0
0	0.99	0
0.00979412	1	0
0.0195882	1	0
0.0293824	1	0
0.0391765	1	0
0.0489706	1	0
0.0587647	1	0
0.0685588	1	0
0.0783529	1	0
0.0881471	1	0
0.0979412	1	0
0.107735	1	0
0.117529	1	0
0.127324	1	0
0.137118	1	0
0.146912	1	0
0.156706	1	0
0.1665	1	0
0.176294	1	0
0.186088	1	0
0.195882	1	0
0.205676	1	0
0.215471	1	0
0.225265	1	0
0.235059	1	0
0.244853	1	0
0.254647	1	0
0.264441	1	0
0.274235	1	0
0.284029	1	0
0.293824	1	0
0.303618	1	0
0.313412	1	0
0.323206	1	0
0.333	1.01	0
0.333	1.02	0
0.333	1.03	0
0.333	1.04	0
0.333	1.05	0
0.333	1.06	0
0.333	1.07	0
0.333	1.08	0
0.333	1.09	0
0.333	1.1	0
0.333	1.11	0
0.333	1.12	0
0.333	1.13	0
0.333	1.14	0
0.333	1.15	0
0.333	1.16	0
0.333	1.17	0
0.333	1.18	0
0.333	1.19	0
0.333	1.2	0
0.333	1.21	0
0.333	1.22	0
0.333	1.23	0
0.333	1.24	0
1.14264	1.99324	0
1.13528	1.98649	0
1.12792	1.97973	0
1.12056	1.97297	0
1.1132	1.96622	0
1.10584	1.95946	0
1.09848	1.9527	0
1.09112	1.94595	0
1.08376	1.93919	0
1.0764	1.93243	0
1.06904	1.92568	0
1.06168	1.91892	0
1.05432	1.91216	0
1.04695	1.90541	0
1.03959	1.89865	0
1.03223	1.89189	0
1.02487	1.88514	0
1.01751	1.87838	0
1.01015	1.87162	0
1.00279	1.86486	0
0.995432	1.85811	0
0.988072	1.85135	0
0.980712	1.84459	0
0.973351	1.83784	0
0.965991	1.83108	0
0.958631	1.82432	0
0.95127	1.81757	0
0.94391	1.81081	0
0.93655	1.80405	0
0.929189	1.7973	0
0.921829	1.79054	0
0.914468	1.78378	0
0.907108	1.77703	0
0.899748	1.77027	0
0.892387	1.76351	0
0.885027	1.75676	0
0.877667	1.75	0
0.870306	1.74324	0
0.862946	1.73649	0
0.855586	1.72973	0
0.848225	1.72297	0
0.840865	1.71622	0
0.833505	1.70946	0
0.826144	1.7027	0
0.818784	1.69595	0
0.811423	1.68919	0
0.804063	1.68243	0
0.796703	1.67568	0
0.789342	1.66892	0
0.781982	1.66216	0
0.774622	1.65541	0
0.767261	1.64865	0
0.759901	1.64189	0
0.752541	1.63514	0
0.74518	1.62838	0
0.73782	1.62162	0
0.730459	1.61486	0
0.723099	1.60811	0
0.715739	1.60135	0
0.708378	1.59459	0
0.701018	1.58784	0
0.693658	1.58108	0
0.686297	1.57432	0
0.678937	1.56757	0
0.671577	1.56081	0
0.664216	1.55405	0
0.656856	1.5473	0
0.649495	1.54054	0
0.642135	1.53378	0
0.634775	1.52703	0
0.627414	1.52027	0
0.620054	1.51351	0
0.612694	1.50676	0
0.605333	1.5	0
0.597973	1.49324	0
0.590613	1.48649	0
0.583252	1.47973	0
0.575892	1.47297	0
0.568532	1.46622	0
0.561171	1.45946	0
0.553811	1.4527	0
0.54645	1.44595	0
0.53909	1.43919	0
0.53173	1.43243	0
0.524369	1.42568	0
0.517009	1.41892	0
0.509649	1.41216	0
0.502288	1.40541	0
0.494928	1.39865	0
0.487568	1.39189	0
0.480207	1.38514	0
0.472847	1.37838	0
0.465486	1.37162	0
0.458126	1.36486	0
0.450766	1.35811	0
0.443405	1.35135	0
0.436045	1.34459	0
0.428685	1.33784	0
0.421324	1.33108	0
0.413964	1.32432	0
0.406604	1.31757	0
0.399243	1.31081	0
0.391883	1.30405	0
0.384523	1.2973	0
0.377162	1.29054	0
0.369802	1.28378	0
0.362441	1.27703	0
0.355081	1.27027	0
0.347721	1.26351	0
0.34036	1.25676	0
1.15	2.24	0
1.15	2.23	0
1.15	2.22	0
1.15	2.21	0
1.15	2.2	0
1.15	2.19	0
1.15	2.18	0
1.15	2.17	0
1.15	2.16	0
1.15	2.15	0
1.15	2.14	0
1.15	2.13	0
1.15	2.12	0
1.15	2.11	0
1.15	2.1	0
1.15	2.09	0
1.15	2.08	0
1.15	2.07	0
1.15	2.06	0
1.15	2.05	0
1.15	2.04	0
1.15	2.03	0
1.15	2.02	0
1.15	2.01	0
1.14167	2.25521	0
1.13333	2.26042	0
1.125	2.26562	0
1.11667	2.27083	0
1.10833	2.27604	0
1.1	2.28125	0
1.09167	2.28646	0
1.08333	2.29167	0
1.075	2.29688	0
1.06667	2.30208	0
1.05833	2.30729	0
1.05	2.3125	0
1.04167	2.31771	0
1.03333	2.32292	0
1.025	2.32812	0
1.01667	2.33333	0
1.00833	2.33854	0
1	2.34375	0
0.991667	2.34896	0
0.983333	2.35417	0
0.975	2.35938	0
0.966667	2.36458	0
0.958333	2.36979	0
0.95	2.375	0
0.941667	2.38021	0
0.933333	2.38542	0
0.925	2.39062	0
0.916667	2.39583	0
0.908333	2.40104	0
0.9	2.40625	0
0.891667	2.41146	0
0.883333	2.41667	0
0.875	2.42188	0
0.866667	2.42708	0
0.858333	2.43229	0
0.85	2.4375	0
0.841667	2.44271	0
0.833333	2.44792	0
0.825	2.45312	0
0.816667	2.45833	0
0.808333	2.46354	0
0.8	2.46875	0
0.791667	2.47396	0
0.783333	2.47917	0
0.775	2.48438	0
0.766667	2.48958	0
0.758333	2.49479	0
0.75	2.51	0
0.75	2.52	0
0.75	2.53	0
0.75	2.54	0
0.75	2.55	0
0.75	2.56	0
0.75	2.57	0
0.75	2.58	0
0.75	2.59	0
0.75	2.6	0
0.75	2.61	0
0.75	2.62	0
0.75	2.63	0
0.75	2.64	0
0.75	2.65	0
0.75	2.66	0
0.75	2.67	0
0.75	2.68	0
0.75	2.69	0
0.75	2.7	0
0.75	2.71	0
0.75	2.72	0
0.75	2.73	0
0.75	2.74	0
0.75	2.75	0
0.75	2.76	0
0.75	2.77	0
0.75	2.78	0
0.75	2.79	0
0.75	2.8	0
0.75	2.81	0
0.75	2.82	0
0.75	2.83	0
0.75	2.84	0
0.75	2.85	0
0.75	2.86	0
0.75	2.87	0
0.75	2.88	0
0.75	2.89	0
0.75	2.9	0
0.75	2.91	0
0.75	2.92	0
0.75	2.93	0
0.75	2.94	0
0.75	2.95	0
0.75	2.96	0
0.75	2.97	0
0.75	2.98	0
0.75	2.99	0
0.75	3	0
0.75	3.01	0
0.75	3.02	0
0.75	3.03	0
0.75	3.04	0
0.75	3.05	0
0.75	3.06	0
0.75	3.07	0
0.75	3.08	0
0.75	3.09	0
0.75	3.1	0
0.75	3.11	0
0.75	3.12	0
0.75	3.13	0
0.75	3.14	0
0.75	3.15	0
0.75	3.16	0
0.75	3.17	0
0.75	3.18	0
0.75	3.19	0
0.75	3.2	0
0.75	3.21	0
0.75	3.22	0
0.75	3.23	0
0.75	3.24	0
0.76	3.25	0
0.77	3.25	0
0.78	3.25	0
0.79	3.25	0
0.8	3.25	0
0.81	3.25	0
0.82	3.25	0
0.83	3.25	0
0.84	3.25	0
0.85	3.25	0
0.86	3.25	0
0.87	3.25	0
0.88	3.25	0
0.89	3.25	0
0.9	3.25	0
0.91	3.25	0
0.92	3.25	0
0.93	3.25	0
0.94	3.25	0
0.95	3.25	0
0.96	3.25	0
0.97	3.25	0
0.98	3.25	0
0.99	3.25	0
1	3.25	0
1.01	3.25	0
1.02	3.25	0
1.03	3.25	0
1.04	3.25	0
1.05	3.25	0
1.06	3.25	0
1.07	3.25	0
1.08	3.25	0
1.09	3.25	0
1.1	3.25	0
1.11	3.25	0
1.12	3.25	0
1.13	3.25	0
1.14	3.25	0
1.15	3.25	0
1.16	3.25	0
1.17	3.25	0
1.18	3.25	0
1.19	3.25	0
1.2	3.25	0
1.21	3.25	0
1.22	3.25	0
1.23	3.25	0
1.24	3.25	0
1.25	3.25	0
1.26	3.25	0
1.27	3.25	0
1.28	3.25	0
1.29	3.25	0
1.3	3.25	0
1.31	3.25	0
1.32	3.25	0
1.33	3.25	0
1.34	3.25	0
1.35	3.25	0
1.36	3.25	0
1.37	3.25	0
1.38	3.25	0
1.39	3.25	0
1.4	3.25	0
1.41	3.25	0
1.42	3.25	0
1.43	3.25	0
1.44	3.25	0
1.45	3.25	0
1.46	3.25	0
1.47	3.25	0
1.48	3.25	0
1.49	3.25	0
1.5	3.25	0
1.51	3.25	0
1.52	3.25	0
1.53	3.25	0
1.54	3.25	0
1.55	3.25	0
1.56	3.25	0
1.57	3.25	0
1.58	3.25	0
1.59	3.25	0
1.6	3.25	0
1.61	3.25	0
1.62	3.25	0
1.63	3.25	0
1.64	3.25	0
1.65	3.25	0
1.66	3.25	0
1.67	3.25	0
1.68	3.25	0
1.69	3.25	0
1.7	3.25	0
1.71	3.25	0
1.72	3.25	0
1.73	3.25	0
1.74	3.25	0
1.75	3.25	0
1.76	3.25	0
1.77	3.25	0
1.78	3.25	0
1.79	3.25	0
1.8	3.25	0
1.81	3.25	0
1.82	3.25	0
1.83	3.25	0
1.84	3.25	0
1.85	3.25	0
1.86	3.25	0
1.87	3.25	0
1.88	3.25	0
1.89	3.25	0
1.9	3.25	0
1.91	3.25	0
1.92	3.25	0
1.93	3.25	0
1.94	3.25	0
1.95	3.25	0
1.96	3.25	0
1.97	3.25	0
1.98	3.25	0
1.99	3.25	0
2	3.24	0
2	3.23	0
2	3.22	0
2	3.21	0
2	3.2	0
2	3.19	0
2	3.18	0
2	3.17	0
2	3.16	0
2	3.15	0
2	3.14	0
2	3.13	0
2	3.12	0
2	3.11	0
2	3.1	0
2	3.09	0
2	3.08	0
2	3.07	0
2	3.06	0
2	3.05	0
2	3.04	0
2	3.03	0
2	3.02	0
2	3.01	0
2	3	0
2	2.99	0
2	2.98	0
2	2.97	0
2	2.96	0
2	2.95	0
2	2.94	0
2	2.93	0
2	2.92	0
2	2.91	0
2	2.9	0
2	2.89	0
2	2.88	0
2	2.87	0
2	2.86	0
2	2.85	0
2	2.84	0
2	2.83	0
2	2.82	0
2	2.81	0
2	2.8	0
2	2.79	0
2	2.78	0
2	2.77	0
2	2.76	0
2	2.75	0
2	2.74	0
2	2.73	0
2	2.72	0
2	2.71	0
2	2.7	0
2	2.69	0
2	2.68	0
2	2.67	0
2	2.66	0
2	2.65	0
2	2.64	0
2	2.63	0
2	2.62	0
2	2.61	0
2	2.6	0
2	2.59	0
2	2.58	0
2	2.57	0
2	2.56	0
2	2.55	0
2	2.54	0
2	2.53	0
2	2.52	0
2	2.51	0
1.99107	2.49554	0
1.98214	2.49107	0
1.97321	2.48661	0
1.96429	2.48214	0
1.95536	2.47768	0
1.94643	2.47321	0
1.9375	2.46875	0
1.92857	2.46429	0
1.91964	2.45982	0
1.91071	2.45536	0
1.90179	2.45089	0
1.89286	2.44643	0
1.88393	2.44196	0
1.875	2.4375	0
1.86607	2.43304	0
1.85714	2.42857	0
1.84821	2.42411	0
1.83929	2.41964	0
1.83036	2.41518	0
1.82143	2.41071	0
1.8125	2.40625	0
1.80357	2.40179	0
1.79464	2.39732	0
1.78571	2.39286	0
1.77679	2.38839	0
1.76786	2.38393	0
1.75893	2.37946	0
1.75	2.375	0
1.74107	2.37054	0
1.73214	2.36607	0
1.72321	2.36161	0
1.71429	2.35714	0
1.70536	2.35268	0
1.69643	2.34821	0
1.6875	2.34375	0
1.67857	2.33929	0
1.66964	2.33482	0
1.66071	2.33036	0
1.65179	2.32589	0
1.64286	2.32143	0
1.63393	2.31696	0
1.625	2.3125	0
1.61607	2.30804	0
1.60714	2.30357	0
1.59821	2.29911	0
1.58929	2.29464	0
1.58036	2.29018	0
1.57143	2.28571	0
1.5625	2.28125	0
1.55357	2.27679	0
1.54464	2.27232	0
1.53571	2.26786	0
1.52679	2.26339	0
1.51786	2.25893	0
1.50893	2.25446	0
