11671	3
0.939369	0.195	0
0.92267	0.940159	0
0.0606191	0.225001	0
0.06062	0.395	0
0.385	0.93938	0
0.375	0.06062	0
0.0606249	0.795002	0
0.060628	0.805003	0
0.184996	0.060618	0
0.06062	0.695	0
0.06062	0.415	0
0.06062	0.405	0
0.155002	0.0606065	0
0.525	0.06062	0
0.435	0.06062	0
0.0606184	0.205001	0
0.0606202	0.185	0
0.215	0.0606176	0
0.939849	0.913785	0
0.465	0.06062	0
0.0615473	0.9048	0
0.0606394	0.825007	0
0.06062	0.575	0
0.115153	0.0605907	0
0.495	0.06062	0
0.515	0.93938	0
0.235001	0.0606187	0
0.904289	0.940348	0
0.765	0.93938	0
0.938642	0.0753997	0
0.0900178	0.0522762	0
0.194999	0.939379	0
0.565	0.06062	0
0.938585	0.0952355	0
0.93938	0.405	0
0.105172	0.0607037	0
0.939369	0.155031	0
0.93938	0.365	0
0.844978	0.93939	0
0.0655318	0.0593627	0
0.795	0.939378	0
0.0682385	0.0688716	0
0.189995	0.0692749	0
0.63	0.93072	0
0.93091	0.88912	0
0.06928	0.55	0
0.219999	0.930719	0
0.06928	0.64	0
0.0692799	0.25	0
0.93072	0.43	0
0.06062	0.585	0
0.859928	0.930757	0
0.93072	0.63	0
0.54	0.93072	0
0.93072	0.54	0
0.930763	0.819939	0
0.834982	0.939384	0
0.58	0.06928	0
0.38	0.93072	0
0.93072	0.65	0
0.59	0.93072	0
0.93072	0.57	0
0.930722	0.779997	0
0.93938	0.315	0
0.0692781	0.220001	0
0.93072	0.68	0
0.069339	0.149979	0
0.06062	0.705	0
0.06928	0.41	0
0.859904	0.0691967	0
0.0692906	0.169998	0
0.169994	0.930716	0
0.0693107	0.159991	0
0.68	0.06928	0
0.0692821	0.180001	0
0.06928	0.65	0
0.06928	0.45	0
0.26	0.93072	0
0.0694187	0.109824	0
0.06928	0.52	0
0.189997	0.930718	0
0.93072	0.52	0
0.931463	0.918009	0
0.31	0.93072	0
0.93123	0.937306	0
0.939341	0.125222	0
0.0692442	0.0894757	0
0.930705	0.199998	0
0.06928	0.32	0
0.93072	0.28	0
0.819996	0.0692845	0
0.839978	0.0692769	0
0.139959	0.930706	0
0.7	0.06928	0
0.931052	0.908459	0
0.930975	0.87928	0
0.06928	0.61	0
0.93072	0.74	0
0.55	0.93072	0
0.93937	0.145071	0
0.93072	0.769999	0
0.39	0.06928	0
0.93072	0.59	0
0.64	0.06928	0
0.33	0.06928	0
0.57	0.93072	0
0.93072	0.76	0
0.42	0.06928	0
0.41	0.93072	0
0.06928	0.72	0
0.930688	0.140162	0
0.930677	0.130322	0
0.0690099	0.931301	0
0.930652	0.120493	0
0.24	0.930719	0
0.41	0.06928	0
0.93072	0.3	0
0.515	0.06062	0
0.93072	0.29	0
0.910188	0.0687697	0
0.199998	0.930718	0
0.79	0.069281	0
0.34	0.93072	0
0.93072	0.64	0
0.93938	0.355	0
0.74	0.930719	0
0.169988	0.0692747	0
0.849956	0.0692581	0
0.06928	0.35	0
0.93072	0.42	0
0.829992	0.0692838	0
0.0995652	0.930391	0
0.06928	0.5	0
0.930536	0.110644	0
0.930744	0.809964	0
0.28	0.93072	0
0.7	0.93072	0
0.56	0.93072	0
0.58	0.93072	0
0.65	0.93072	0
0.06928	0.26	0
0.0692801	0.28	0
0.205	0.0606172	0
0.930891	0.89882	0
0.93072	0.34	0
0.0694635	0.119873	0
0.06928	0.38	0
0.93091	0.849707	0
0.179991	0.0692759	0
0.93072	0.61	0
0.06928	0.47	0
0.0693031	0.0997231	0
0.555	0.06062	0
0.14998	0.930717	0
0.49	0.93072	0
0.275	0.06062	0
0.93072	0.73	0
0.68	0.93072	0
0.1097	0.930471	0
0.6	0.93072	0
0.930695	0.180008	0
0.69	0.06928	0
0.72	0.06928	0
0.71	0.06928	0
0.93072	0.71	0
0.913442	0.941103	0
0.06928	0.56	0
0.0692788	0.230001	0
0.0692801	0.73	0
0.06928	0.66	0
0.5	0.93072	0
0.77	0.0692803	0
0.27	0.93072	0
0.0692795	0.24	0
0.32	0.06928	0
0.0695006	0.879962	0
0.66	0.06928	0
0.29	0.93072	0
0.32	0.93072	0
0.119831	0.930585	0
0.889716	0.068546	0
0.93073	0.799986	0
0.0789977	0.930442	0
0.0694849	0.889742	0
0.209999	0.930719	0
0.93072	0.25	0
0.93072	0.27	0
0.0893843	0.930414	0
0.615	0.06062	0
0.06928	0.62	0
0.06928	0.48	0
0.06928	0.49	0
0.93072	0.58	0
0.06928	0.33	0
0.06928	0.3	0
0.39	0.93072	0
0.06928	0.53	0
0.06928	0.29	0
0.23	0.930719	0
0.0692801	0.27	0
0.06928	0.54	0
0.75	0.0692801	0
0.0692778	0.190002	0
0.0692768	0.200002	0
0.4	0.93072	0
0.35	0.06928	0
0.06062	0.425	0
0.34	0.06928	0
0.44	0.93072	0
0.0692749	0.0790217	0
0.93072	0.62	0
0.45	0.93072	0
0.125098	0.060559	0
0.06928	0.63	0
0.930698	0.190001	0
0.869954	0.930743	0
0.46	0.93072	0
0.930695	0.170018	0
0.93072	0.45	0
0.0694331	0.129921	0
0.4	0.06928	0
0.64	0.93072	0
0.809999	0.0692833	0
0.93072	0.56	0
0.65	0.06928	0
0.71	0.93072	0
0.93072	0.75	0
0.35	0.93072	0
0.899864	0.0685114	0
0.72	0.93072	0
0.930844	0.83982	0
0.06928	0.34	0
0.0692815	0.760001	0
0.0620169	0.914802	0
0.129905	0.930665	0
0.78	0.0692804	0
0.76	0.0692801	0
0.74	0.06928	0
0.931794	0.927554	0
0.36	0.93072	0
0.06928	0.46	0
0.179996	0.930717	0
0.93072	0.26	0
0.73	0.06928	0
0.61	0.93072	0
0.75	0.930719	0
0.930986	0.869468	0
0.930792	0.829901	0
0.930951	0.859621	0
0.67	0.06928	0
0.93072	0.72	0
0.93072	0.67	0
0.93938	0.395	0
0.93072	0.55	0
0.87973	0.0688044	0
0.93072	0.53	0
0.93072	0.51	0
0.93072	0.7	0
0.917019	0.934183	0
0.48	0.06928	0
0.149997	0.069251	0
0.06928	0.59	0
0.930719	0.239999	0
0.210001	0.0692752	0
0.849936	0.930747	0
0.0748873	0.0609715	0
0.265	0.0606199	0
0.93072	0.44	0
0.69	0.93072	0
0.250001	0.0692792	0
0.93072	0.35	0
0.140026	0.0692251	0
0.31	0.06928	0
0.0693879	0.139952	0
0.37	0.93072	0
0.06928	0.4	0
0.93072	0.32	0
0.63	0.06928	0
0.93072	0.38	0
0.3	0.06928	0
0.06928	0.44	0
0.120206	0.0691825	0
0.93072	0.49	0
0.0692769	0.210002	0
0.199999	0.0692743	0
0.06928	0.51	0
0.930696	0.150068	0
0.930715	0.219998	0
0.829969	0.930718	0
0.93072	0.6	0
0.93072	0.48	0
0.25	0.930719	0
0.06928	0.57	0
0.93072	0.5	0
0.06928	0.31	0
0.43	0.06928	0
0.069342	0.840016	0
0.93072	0.31	0
0.880047	0.930702	0
0.51	0.06928	0
0.920684	0.0691655	0
0.799998	0.930716	0
0.43	0.93072	0
0.0692828	0.770001	0
0.605	0.06062	0
0.73	0.93072	0
0.29	0.06928	0
0.62	0.93072	0
0.890127	0.930764	0
0.93072	0.69	0
0.785	0.939379	0
0.53	0.93072	0
0.06928	0.71	0
0.93072	0.33	0
0.3	0.93072	0
0.66	0.93072	0
0.809996	0.930714	0
0.0693536	0.850015	0
0.230002	0.0692771	0
0.909108	0.932594	0
0.0692968	0.810005	0
0.159989	0.930718	0
0.93072	0.66	0
0.06928	0.37	0
0.38	0.06928	0
0.0692802	0.74	0
0.48	0.93072	0
0.455	0.06062	0
0.819987	0.930714	0
0.930725	0.789993	0
0.33	0.93072	0
0.930903	0.0684462	0
0.93072	0.36	0
0.929147	0.0904133	0
0.06928	0.39	0
0.0692847	0.780002	0
0.0694133	0.870013	0
0.0692872	0.790002	0
0.06928	0.69	0
0.54	0.06928	0
0.775	0.93938	0
0.159987	0.0692677	0
0.445	0.06062	0
0.06928	0.42	0
0.53	0.06928	0
0.06928	0.36	0
0.47	0.93072	0
0.93071	0.209997	0
0.06928	0.67	0
0.06928	0.68	0
0.923994	0.931059	0
0.47	0.06928	0
0.220001	0.069276	0
0.36	0.06928	0
0.8	0.069282	0
0.869826	0.0690607	0
0.0702321	0.899684	0
0.0693047	0.820008	0
0.06928	0.6	0
0.5	0.06928	0
0.51	0.93072	0
0.240001	0.0692783	0
0.899938	0.931316	0
0.76	0.930719	0
0.93072	0.46	0
0.927437	0.0790223	0
0.0950761	0.0610063	0
0.57	0.06928	0
0.930117	0.100673	0
0.42	0.93072	0
0.93072	0.41	0
0.110348	0.0692439	0
0.930696	0.160035	0
0.93072	0.37	0
0.59	0.06928	0
0.0779337	0.205005	0
0.864866	0.0778148	0
0.0722206	0.920896	0
0.07794	0.605	0
0.92206	0.445	0
0.154983	0.922061	0
0.0779467	0.175005	0
0.92206	0.635	0
0.844968	0.0779374	0
0.07794	0.305	0
0.92206	0.715	0
0.922068	0.794986	0
0.665	0.07794	0
0.0780043	0.154993	0
0.695	0.92206	0
0.839956	0.930729	0
0.26	0.0692797	0
0.625	0.92206	0
0.92206	0.275	0
0.285	0.92206	0
0.0692806	0.75	0
0.265	0.922059	0
0.06928	0.7	0
0.921972	0.135334	0
0.92206	0.575	0
0.92195	0.125642	0
0.894487	0.0766044	0
0.0781466	0.134919	0
0.92206	0.615	0
0.92206	0.255	0
0.93072	0.39	0
0.194997	0.0779286	0
0.07794	0.645	0
0.824994	0.07795	0
0.07794	0.555	0
0.07794	0.315	0
0.930718	0.229999	0
0.295	0.92206	0
0.775	0.0779406	0
0.715	0.07794	0
0.49	0.06928	0
0.92206	0.625	0
0.695	0.07794	0
0.92206	0.315	0
0.795	0.0779422	0
0.104481	0.921611	0
0.92206	0.695	0
0.0777675	0.0945886	0
0.92238	0.854427	0
0.275	0.92206	0
0.0782474	0.114783	0
0.922385	0.88376	0
0.52	0.06928	0
0.814998	0.0779474	0
0.922063	0.784993	0
0.325	0.92206	0
0.92206	0.595	0
0.92206	0.435	0
0.124843	0.92197	0
0.0848455	0.0614671	0
0.92206	0.525	0
0.234999	0.922059	0
0.415	0.07794	0
0.91537	0.0775582	0
0.92206	0.295	0
0.93072	0.47	0
0.921968	0.116021	0
0.0780573	0.144971	0
0.0693215	0.830013	0
0.789999	0.930718	0
0.922049	0.214996	0
0.92206	0.425	0
0.85494	0.0779101	0
0.735	0.922059	0
0.645	0.07794	0
0.884523	0.0770134	0
0.52	0.93072	0
0.07794	0.345	0
0.06928	0.43	0
0.134923	0.922046	0
0.834986	0.0779482	0
0.922061	0.774998	0
0.62	0.06928	0
0.395	0.07794	0
0.194995	0.922057	0
0.922104	0.814929	0
0.92206	0.765	0
0.67	0.93072	0
0.922062	0.903187	0
0.07794	0.255	0
0.922183	0.89354	0
0.92206	0.685	0
0.164987	0.922055	0
0.077965	0.165003	0
0.0693684	0.860014	0
0.17499	0.922054	0
0.06928	0.58	0
0.28	0.06928	0
0.92206	0.735	0
0.55	0.06928	0
0.595	0.92206	0
0.922028	0.194998	0
0.214999	0.922059	0
0.0779376	0.225002	0
0.0779401	0.725	0
0.07794	0.655	0
0.495	0.92206	0
0.365	0.92206	0
0.0779387	0.235001	0
0.325	0.07794	0
0.37	0.06928	0
0.92206	0.665	0
0.545	0.92206	0
0.0692903	0.800003	0
0.114683	0.921811	0
0.375	0.92206	0
0.335	0.92206	0
0.0780962	0.104712	0
0.0783782	0.885125	0
0.204998	0.922058	0
0.92206	0.285	0
0.405	0.92206	0
0.685	0.07794	0
0.705	0.07794	0
0.07794	0.515	0
0.922039	0.204995	0
0.61	0.06928	0
0.07794	0.615	0
0.07794	0.475	0
0.07794	0.485	0
0.92206	0.585	0
0.07794	0.325	0
0.755	0.0779402	0
0.385	0.92206	0
0.07794	0.525	0
0.0779401	0.285	0
0.0779373	0.185006	0
0.224999	0.922059	0
0.92206	0.345	0
0.0779401	0.265	0
0.07794	0.535	0
0.077934	0.195005	0
0.245	0.922059	0
0.395	0.92206	0
0.305	0.92206	0
0.07794	0.495	0
0.445	0.92206	0
0.130097	0.0691879	0
0.0779401	0.275	0
0.922018	0.185005	0
0.07794	0.545	0
0.0782296	0.124853	0
0.864801	0.922151	0
0.455	0.92206	0
0.922014	0.175018	0
0.0779357	0.215003	0
0.405	0.07794	0
0.92206	0.565	0
0.655	0.07794	0
0.705	0.92206	0
0.92206	0.755	0
0.345	0.92206	0
0.904734	0.0767226	0
0.715	0.92206	0
0.922274	0.844634	0
0.07794	0.335	0
0.785	0.077941	0
0.765	0.0779403	0
0.92206	0.655	0
0.745	0.0779401	0
0.92206	0.605	0
0.92206	0.265	0
0.735	0.07794	0
0.605	0.92206	0
0.745	0.922059	0
0.922466	0.874015	0
0.92206	0.305	0
0.874715	0.0775355	0
0.922189	0.834786	0
0.922445	0.864256	0
0.675	0.07794	0
0.92206	0.725	0
0.92206	0.675	0
0.93072	0.4	0
0.92206	0.515	0
0.92206	0.705	0
0.0779414	0.755001	0
0.675	0.92206	0
0.922059	0.245	0
0.45	0.06928	0
0.545	0.07794	0
0.0839081	0.92175	0
0.6	0.06928	0
0.14497	0.0778801	0
0.27	0.0692799	0
0.92206	0.495	0
0.923262	0.921976	0
0.922079	0.804971	0
0.315	0.07794	0
0.921105	0.0967266	0
0.0780266	0.835024	0
0.0788676	0.0719658	0
0.92206	0.385	0
0.07794	0.595	0
0.305	0.07794	0
0.635	0.07794	0
0.205002	0.0779297	0
0.355	0.07794	0
0.0779401	0.295	0
0.485	0.07794	0
0.255	0.922059	0
0.92206	0.325	0
0.0778503	0.0839939	0
0.18499	0.0779303	0
0.805	0.0779446	0
0.92206	0.375	0
0.315	0.92206	0
0.255001	0.0779392	0
0.615	0.92206	0
0.07794	0.565	0
0.92206	0.485	0
0.0942525	0.921523	0
0.555	0.92206	0
0.92206	0.535	0
0.92206	0.505	0
0.585	0.07794	0
0.0779401	0.685	0
0.515	0.07794	0
0.645	0.92206	0
0.874882	0.922115	0
0.07794	0.375	0
0.92206	0.415	0
0.922056	0.224998	0
0.0779432	0.765002	0
0.295	0.0779401	0
0.92206	0.645	0
0.885184	0.921989	0
0.144969	0.922065	0
0.07794	0.635	0
0.794997	0.922054	0
0.922001	0.145154	0
0.92206	0.335	0
0.355	0.92206	0
0.0779401	0.715	0
0.655	0.92206	0
0.804995	0.922051	0
0.565	0.92206	0
0.755	0.922059	0
0.235003	0.0779362	0
0.0780547	0.845027	0
0.184993	0.922055	0
0.0779397	0.245	0
0.77	0.930719	0
0.385	0.07794	0
0.575	0.92206	0
0.17498	0.0779319	0
0.0779401	0.735	0
0.92206	0.455	0
0.56	0.06928	0
0.92206	0.745	0
0.46	0.06928	0
0.07794	0.385	0
0.415	0.92206	0
0.725	0.07794	0
0.425	0.07794	0
0.485	0.92206	0
0.0779459	0.775002	0
0.335	0.07794	0
0.535	0.92206	0
0.0779495	0.785003	0
0.07794	0.445	0
0.685	0.92206	0
0.0779616	0.805005	0
0.07794	0.405	0
0.16497	0.0779277	0
0.0781796	0.875112	0
0.725	0.922059	0
0.922403	0.912706	0
0.07794	0.505	0
0.07794	0.415	0
0.535	0.07794	0
0.154962	0.0779117	0
0.0779401	0.695	0
0.07794	0.355	0
0.07794	0.465	0
0.465	0.92206	0
0.07794	0.665	0
0.834926	0.922054	0
0.475	0.07794	0
0.225003	0.0779341	0
0.92206	0.355	0
0.0776697	0.894237	0
0.922135	0.824882	0
0.435	0.92206	0
0.345	0.07794	0
0.125166	0.0777699	0
0.0779713	0.815008	0
0.505	0.92206	0
0.07794	0.625	0
0.245002	0.0779381	0
0.85483	0.922123	0
0.895749	0.921983	0
0.91924	0.0868934	0
0.635	0.92206	0
0.070952	0.909534	0
0.100466	0.0694043	0
0.215003	0.077932	0
0.575	0.07794	0
0.921847	0.10642	0
0.505	0.07794	0
0.07794	0.455	0
0.115379	0.0778135	0
0.922015	0.165036	0
0.44	0.06928	0
0.92206	0.555	0
0.07794	0.585	0
0.824964	0.922045	0
0.0779405	0.745	0
0.285	0.0779401	0
0.82999	0.0866199	0
0.9134	0.63	0
0.915555	0.926249	0
0.72	0.913399	0
0.229999	0.913397	0
0.0794028	0.913602	0
0.92206	0.365	0
0.0866	0.55	0
0.61	0.9134	0
0.73	0.0866	0
0.67	0.0866	0
0.9134	0.6	0
0.72	0.0866	0
0.68	0.9134	0
0.809999	0.0866101	0
0.73	0.913399	0
0.78	0.0866014	0
0.0779401	0.705	0
0.135022	0.0778402	0
0.0866003	0.26	0
0.912842	0.907596	0
0.525	0.07794	0
0.913757	0.887978	0
0.0902189	0.0701313	0
0.92206	0.395	0
0.0866	0.65	0
0.0866008	0.750001	0
0.906036	0.923346	0
0.365	0.07794	0
0.129896	0.9134	0
0.27	0.913399	0
0.922058	0.234999	0
0.0866003	0.27	0
0.0866001	0.29	0
0.495	0.07794	0
0.9134	0.65	0
0.07794	0.395	0
0.0869816	0.129875	0
0.275	0.07794	0
0.189989	0.913395	0
0.819996	0.0866169	0
0.585	0.92206	0
0.29	0.9134	0
0.913406	0.789988	0
0.665	0.92206	0
0.9134	0.74	0
0.849967	0.0865956	0
0.92206	0.545	0
0.35	0.9134	0
0.595	0.07794	0
0.4	0.9134	0
0.139954	0.91343	0
0.209998	0.913398	0
0.149899	0.0865267	0
0.0866	0.31	0
0.149974	0.913411	0
0.07794	0.365	0
0.0865983	0.180015	0
0.08673	0.15001	0
0.0868247	0.139972	0
0.0779903	0.825015	0
0.9134	0.43	0
0.0865878	0.20001	0
0.9134	0.53	0
0.200004	0.0865793	0
0.38	0.9134	0
0.445	0.07794	0
0.0866002	0.28	0
0.515	0.92206	0
0.28	0.913399	0
0.0779547	0.795004	0
0.913475	0.819859	0
0.839978	0.0866147	0
0.913402	0.779997	0
0.625	0.07794	0
0.7	0.0866	0
0.784998	0.922057	0
0.0865972	0.230003	0
0.425	0.92206	0
0.9134	0.52	0
0.0866	0.5	0
0.913262	0.897737	0
0.109501	0.912947	0
0.9134	0.69	0
0.9134	0.769999	0
0.9134	0.67	0
0.62	0.9134	0
0.32	0.9134	0
0.159973	0.913394	0
0.0866583	0.160021	0
0.922016	0.155065	0
0.07794	0.575	0
0.889175	0.08483	0
0.91392	0.858948	0
0.844891	0.922081	0
0.814986	0.922046	0
0.0865991	0.240001	0
0.4	0.0866	0
0.9134	0.58	0
0.9134	0.26	0
0.169978	0.913389	0
0.07794	0.435	0
0.249999	0.913398	0
0.119755	0.913253	0
0.913377	0.209993	0
0.33	0.9134	0
0.199995	0.913397	0
0.0866001	0.3	0
0.086687	0.0996125	0
0.0866	0.6	0
0.69	0.0866	0
0.9134	0.72	0
0.71	0.0866	0
0.0866	0.51	0
0.615	0.07794	0
0.913179	0.130624	0
0.0866	0.61	0
0.0866	0.48	0
0.9134	0.59	0
0.475	0.92206	0
0.0866	0.32	0
0.913356	0.199992	0
0.8	0.0866049	0
0.07794	0.675	0
0.0866	0.52	0
0.69	0.9134	0
0.219999	0.913398	0
0.78	0.930719	0
0.0866	0.53	0
0.0865894	0.190012	0
0.239999	0.913398	0
0.39	0.9134	0
0.3	0.9134	0
0.0866	0.49	0
0.9134	0.62	0
0.76	0.0866004	0
0.869891	0.0864418	0
0.45	0.9134	0
0.0866	0.34	0
0.913336	0.189998	0
0.0866	0.54	0
0.31	0.9134	0
0.913321	0.180013	0
0.0865908	0.210007	0
0.913144	0.121121	0
0.9134	0.57	0
0.66	0.0866	0
0.7	0.9134	0
0.9134	0.76	0
0.34	0.9134	0
0.36	0.9134	0
0.909087	0.0849747	0
0.71	0.9134	0
0.913753	0.849303	0
0.0866	0.33	0
0.789999	0.0866023	0
0.9134	0.3	0
0.77	0.0866007	0
0.0871344	0.109607	0
0.9134	0.66	0
0.75	0.0866002	0
0.9134	0.61	0
0.65	0.0866	0
0.74	0.0866001	0
0.74	0.913398	0
0.914006	0.878307	0
0.913433	0.80994	0
0.9134	0.64	0
0.879624	0.0858828	0
0.913614	0.839588	0
0.914031	0.868622	0
0.68	0.0866	0
0.9134	0.73	0
0.9134	0.68	0
0.9134	0.71	0
0.59	0.9134	0
0.9134	0.25	0
0.0866	0.38	0
0.0866002	0.74	0
0.0887927	0.912542	0
0.36	0.0866	0
0.555	0.07794	0
0.6	0.9134	0
0.9134	0.5	0
0.9134	0.75	0
0.525	0.92206	0
0.67	0.9134	0
0.54	0.9134	0
0.32	0.0866	0
0.63	0.9134	0
0.9134	0.44	0
0.31	0.0866	0
0.58	0.9134	0
0.0866	0.64	0
0.259999	0.913399	0
0.49	0.9134	0
0.64	0.0866	0
0.240004	0.0865957	0
0.265	0.0779398	0
0.829908	0.913363	0
0.49	0.0866	0
0.9134	0.32	0
0.0871349	0.119735	0
0.839842	0.913386	0
0.189994	0.0865782	0
0.9134	0.38	0
0.0870049	0.880472	0
0.435	0.07794	0
0.9134	0.54	0
0.0866	0.56	0
0.9134	0.49	0
0.869476	0.913611	0
0.55	0.9134	0
0.59	0.0866	0
0.9134	0.51	0
0.52	0.0866	0
0.9134	0.42	0
0.0866184	0.170019	0
0.260001	0.0865996	0
0.086603	0.760002	0
0.879619	0.913521	0
0.859955	0.0865685	0
0.3	0.0866001	0
0.0866	0.25	0
0.210007	0.086583	0
0.375	0.07794	0
0.789994	0.913393	0
0.9134	0.28	0
0.9134	0.34	0
0.9134	0.7	0
0.139884	0.0864854	0
0.65	0.9134	0
0.179983	0.913392	0
0.799991	0.913387	0
0.56	0.9134	0
0.75	0.913398	0
0.08677	0.840042	0
0.0991296	0.91257	0
0.913718	0.917213	0
0.0866	0.44	0
0.765	0.922059	0
0.39	0.0866	0
0.0780619	0.855024	0
0.07794	0.425	0
0.57	0.9134	0
0.179979	0.086582	0
0.455	0.07794	0
0.37	0.9134	0
0.92206	0.465	0
0.565	0.07794	0
0.465	0.07794	0
0.0866	0.59	0
0.9134	0.27	0
0.92206	0.475	0
0.41	0.0866	0
0.41	0.9134	0
0.0865944	0.220005	0
0.169957	0.0865844	0
0.0866	0.4	0
0.913413	0.799977	0
0.0866304	0.800005	0
0.0866068	0.770003	0
0.64	0.9134	0
0.0866125	0.780004	0
0.91339	0.219996	0
0.913349	0.102827	0
0.129943	0.0864362	0
0.085846	0.0898124	0
0.9134	0.29	0
0.0866001	0.68	0
0.605	0.07794	0
0.913267	0.140304	0
0.0866	0.41	0
0.54	0.0866	0
0.159927	0.0865686	0
0.0866001	0.69	0
0.0866	0.35	0
0.0866	0.47	0
0.46	0.9134	0
0.0866	0.66	0
0.48	0.0866	0
0.230005	0.0865922	0
0.087796	0.892355	0
0.44	0.9134	0
0.35	0.0866	0
0.0866376	0.810005	0
0.913531	0.829749	0
0.5	0.9134	0
0.0866001	0.72	0
0.0866	0.62	0
0.250002	0.0865983	0
0.890237	0.913175	0
0.912101	0.0936878	0
0.899043	0.0842575	0
0.105776	0.0779266	0
0.220006	0.0865882	0
0.58	0.0866	0
0.913349	0.111931	0
0.9134	0.31	0
0.51	0.0866	0
0.0866	0.45	0
0.120246	0.0862303	0
0.913318	0.170038	0
0.92206	0.405	0
0.9134	0.56	0
0.0866	0.37	0
0.66	0.9134	0
0.33	0.0866	0
0.9134	0.45	0
0.9134	0.39	0
0.859579	0.913538	0
0.9134	0.35	0
0.0867028	0.830025	0
0.42	0.0866	0
0.55	0.0866	0
0.0952601	0.305	0
0.904859	0.824747	0
0.0813542	0.903578	0
0.90474	0.315	0
0.605	0.90474	0
0.244998	0.904736	0
0.735	0.0952601	0
0.0780706	0.865039	0
0.675	0.90474	0
0.53	0.9134	0
0.53	0.0866	0
0.90474	0.595	0
0.715	0.09526	0
0.0952541	0.225006	0
0.913399	0.239999	0
0.0866701	0.0796167	0
0.315	0.09526	0
0.902375	0.912672	0
0.48	0.9134	0
0.90474	0.675	0
0.405	0.09526	0
0.913397	0.229998	0
0.205014	0.0952253	0
0.365	0.90474	0
0.0952606	0.265	0
0.819961	0.913367	0
0.90474	0.745	0
0.90474	0.655	0
0.5	0.0866	0
0.0866	0.36	0
0.0866	0.39	0
0.9134	0.33	0
0.0959362	0.124825	0
0.695	0.09526	0
0.904751	0.794978	0
0.154945	0.904735	0
0.615	0.90474	0
0.675	0.09526	0
0.824994	0.0952943	0
0.254999	0.904737	0
0.0952374	0.195022	0
0.854989	0.0952355	0
0.9134	0.55	0
0.28	0.0866002	0
0.6	0.0866	0
0.345	0.90474	0
0.0866	0.46	0
0.13497	0.904839	0
0.903128	0.0916083	0
0.09526	0.515	0
0.09526	0.525	0
0.715	0.904739	0
0.645	0.90474	0
0.0952602	0.285	0
0.0866585	0.820011	0
0.90474	0.305	0
0.34	0.0866	0
0.224998	0.904735	0
0.873775	0.905178	0
0.814998	0.0952828	0
0.44	0.0866	0
0.395	0.90474	0
0.0866	0.67	0
0.51	0.9134	0
0.274999	0.904739	0
0.0866211	0.790005	0
0.725	0.904738	0
0.264999	0.904738	0
0.90474	0.774998	0
0.705	0.09526	0
0.904743	0.784993	0
0.63	0.0866	0
0.0955106	0.145071	0
0.779997	0.913397	0
0.90474	0.695	0
0.90474	0.265	0
0.893738	0.0917864	0
0.903921	0.901668	0
0.90474	0.625	0
0.90474	0.435	0
0.725	0.09526	0
0.905561	0.863228	0
0.0866	0.43	0
0.0953894	0.155073	0
0.84497	0.0952746	0
0.913324	0.16007	0
0.0952604	0.275	0
0.0866	0.57	0
0.09526	0.245001	0
0.0866	0.73	0
0.784999	0.0952631	0
0.849742	0.913444	0
0.184975	0.904732	0
0.325	0.90474	0
0.0952577	0.235003	0
0.90474	0.585	0
0.09526	0.315	0
0.164949	0.904721	0
0.0952606	0.255	0
0.09526	0.335	0
0.875226	0.0952202	0
0.0866	0.63	0
0.194988	0.904737	0
0.0952601	0.295	0
0.284999	0.904739	0
0.0953121	0.165055	0
0.0963618	0.0779488	0
0.62	0.0866	0
0.774999	0.922059	0
0.09526	0.605	0
0.0956676	0.13501	0
0.114725	0.904495	0
0.154842	0.0951786	0
0.904692	0.204988	0
0.804998	0.0952711	0
0.144963	0.904779	0
0.904652	0.194989	0
0.685	0.90474	0
0.884713	0.0940116	0
0.834982	0.0952992	0
0.375	0.90474	0
0.305	0.90474	0
0.29	0.0866001	0
0.234998	0.904736	0
0.385	0.90474	0
0.295	0.90474	0
0.90474	0.525	0
0.315	0.90474	0
0.0952675	0.175038	0
0.0866001	0.71	0
0.865095	0.0952469	0
0.774999	0.0952617	0
0.27	0.0866001	0
0.904615	0.185002	0
0.0952414	0.205015	0
0.904233	0.125915	0
0.905048	0.89176	0
0.90474	0.575	0
0.43	0.0866	0
0.665	0.09526	0
0.695	0.90474	0
0.904739	0.765	0
0.335	0.90474	0
0.355	0.90474	0
0.705	0.90474	0
0.905303	0.853763	0
0.09526	0.325	0
0.794998	0.095265	0
0.765	0.095261	0
0.0962322	0.104113	0
0.90474	0.665	0
0.755	0.0952606	0
0.90474	0.615	0
0.655	0.09526	0
0.745	0.0952603	0
0.735	0.904737	0
0.204995	0.904737	0
0.905648	0.882167	0
0.904796	0.814888	0
0.90508	0.844248	0
0.905762	0.872662	0
0.685	0.09526	0
0.90474	0.735	0
0.90474	0.685	0
0.90474	0.715	0
0.90474	0.725	0
0.0933169	0.903124	0
0.0952601	0.725	0
0.90474	0.545	0
0.37	0.0866	0
0.90474	0.505	0
0.535	0.90474	0
0.214997	0.904736	0
0.625	0.90474	0
0.9134	0.46	0
0.585	0.90474	0
0.535	0.09526	0
0.794985	0.904725	0
0.645	0.09526	0
0.18499	0.0952204	0
0.485	0.90474	0
0.9134	0.4	0
0.415	0.09526	0
0.90474	0.515	0
0.90474	0.385	0
0.8249	0.904661	0
0.904739	0.755	0
0.495	0.09526	0
0.0867175	0.870054	0
0.834821	0.904659	0
0.195006	0.0952201	0
0.0954625	0.83504	0
